Date_measurement,RNA_flow_per_capita_VR01_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR01_lowess_95_perc_ci_top,RNA_flow_per_capita_VR01_lowess,RNA_flow_per_capita_VR02_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR02_lowess_95_perc_ci_top,RNA_flow_per_capita_VR02_lowess,RNA_flow_per_capita_VR03_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR03_lowess_95_perc_ci_top,RNA_flow_per_capita_VR03_lowess,RNA_flow_per_capita_VR04_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR04_lowess_95_perc_ci_top,RNA_flow_per_capita_VR04_lowess,RNA_flow_per_capita_VR05_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR05_lowess_95_perc_ci_top,RNA_flow_per_capita_VR05_lowess,RNA_flow_per_capita_VR06_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR06_lowess_95_perc_ci_top,RNA_flow_per_capita_VR06_lowess,RNA_flow_per_capita_VR07_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR07_lowess_95_perc_ci_top,RNA_flow_per_capita_VR07_lowess,RNA_flow_per_capita_VR08_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR08_lowess_95_perc_ci_top,RNA_flow_per_capita_VR08_lowess,RNA_flow_per_capita_VR09_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR09_lowess_95_perc_ci_top,RNA_flow_per_capita_VR09_lowess,RNA_flow_per_capita_VR10_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR10_lowess_95_perc_ci_top,RNA_flow_per_capita_VR10_lowess,RNA_flow_per_capita_VR11_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR11_lowess_95_perc_ci_top,RNA_flow_per_capita_VR11_lowess,RNA_flow_per_capita_VR12_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR12_lowess_95_perc_ci_top,RNA_flow_per_capita_VR12_lowess,RNA_flow_per_capita_VR13_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR13_lowess_95_perc_ci_top,RNA_flow_per_capita_VR13_lowess,RNA_flow_per_capita_VR14_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR14_lowess_95_perc_ci_top,RNA_flow_per_capita_VR14_lowess,RNA_flow_per_capita_VR15_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR15_lowess_95_perc_ci_top,RNA_flow_per_capita_VR15_lowess,RNA_flow_per_capita_VR16_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR16_lowess_95_perc_ci_top,RNA_flow_per_capita_VR16_lowess,RNA_flow_per_capita_VR17_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR17_lowess_95_perc_ci_top,RNA_flow_per_capita_VR17_lowess,RNA_flow_per_capita_VR18_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR18_lowess_95_perc_ci_top,RNA_flow_per_capita_VR18_lowess,RNA_flow_per_capita_VR19_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR19_lowess_95_perc_ci_top,RNA_flow_per_capita_VR19_lowess,RNA_flow_per_capita_VR20_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR20_lowess_95_perc_ci_top,RNA_flow_per_capita_VR20_lowess,RNA_flow_per_capita_VR21_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR21_lowess_95_perc_ci_top,RNA_flow_per_capita_VR21_lowess,RNA_flow_per_capita_VR22_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR22_lowess_95_perc_ci_top,RNA_flow_per_capita_VR22_lowess,RNA_flow_per_capita_VR23_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR23_lowess_95_perc_ci_top,RNA_flow_per_capita_VR23_lowess,RNA_flow_per_capita_VR24_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR24_lowess_95_perc_ci_top,RNA_flow_per_capita_VR24_lowess,RNA_flow_per_capita_VR25_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR25_lowess_95_perc_ci_top,RNA_flow_per_capita_VR25_lowess
2021-02-09,3256357.324647815,6055842.744704797,4656100.034676306,200928.35882068038,693926.1638833217,447427.26135200105,1053995.31369949,4152349.3342079553,2603172.3239537226,1654681.2605961696,6039819.065167367,3847250.162881769,7222440.977022625,11783438.998111323,9502939.987566974,1200382.871211256,7455132.211711164,4327757.54146121,3071308.4838403882,6313561.828017385,4692435.1559288865,2625042.4049845515,6338709.897456956,4481876.151220754,10432408.55436943,19915802.17301347,15174105.363691451,0.0,1914999.538060856,669731.07907545,0.0,4018046.9912314694,2005692.2643336724,2707360.785206173,7788315.858732851,5247838.321969512,2990779.619896286,6211885.118455551,4601332.369175918,1971.6214851836994,259952.90027191065,130962.26087854717,2088536.5136015662,4989440.256352076,3538988.384976821,7557172.676409896,11822300.566097617,9689736.621253757,13708304.734445237,19129338.24504221,16418821.489743723,2461025.135036732,4936809.735326456,3698917.435181594,1203744.9747916642,4231155.527221799,2717450.2510067318,9388928.05640485,14415733.099066416,11902330.577735633,504516.3457426003,4043504.7960887672,2274010.5709156836,0.0,7012714.962612372,3171222.743657716,2290309.5071656276,4184266.111346937,3237287.809256282,2386904.229215711,6338737.527923334,4362820.878569523,535381.4179463731,2770810.687469821,1653096.052708097
2021-02-10,3133995.84480977,5816994.90569183,4475495.3752508005,60183.93930251335,553071.1762706056,306627.5577865595,1146615.6153538881,4235261.484760643,2690938.5500572654,1708690.3691047505,5978925.316134764,3843807.842619757,7302835.948291816,11861377.705301307,9582106.826796561,1553214.666607495,7720983.670365404,4637099.16848645,3468967.548221827,6652707.764631018,5060837.656426422,2603698.6166283,6318406.421025194,4461052.518826747,11347718.616144262,20622090.80068092,15984904.708412591,0.0,2007589.226086289,742071.2341125612,0.0,3827928.9012521943,1885646.5311663519,3141053.0925351554,8335444.573797911,5738248.833166533,2974125.502737794,6137834.968769414,4555980.235753604,0.0,217043.75009674564,79609.72551758404,2016606.8780542926,4883716.634618069,3450161.756336181,8298293.66860655,12524002.316554483,10411147.992580516,13164028.323298292,18526019.02601129,15845023.67465479,2333955.68452382,4777847.60865919,3555901.646591505,1305965.9864006524,4223029.094828741,2764497.5406146967,9496598.819560818,14447529.313094627,11972064.066327723,369041.1737053953,4017676.2984111924,2193358.736058294,0.0,6452891.579793844,2617454.8341306183,2456156.894094523,4283311.292569045,3369734.093331784,2344123.828596442,6156210.23782931,4250167.033212876,641171.5675184992,2933246.805825713,1787209.1866721062
2021-02-11,3048799.2253983645,5619830.126928435,4334314.6761634,0.0,400801.9396414676,184228.27156018023,1249646.8344741745,4328377.204292852,2789012.0193835134,1841263.4899776084,6009799.0543111805,3925531.2721443945,7311537.934787771,11868080.023335082,9589808.979061427,1933761.592543629,8024061.812097817,4978911.702320723,3858756.1528362995,6977578.070744812,5418167.1117905555,2761060.876826414,6473784.420108109,4617422.648467261,12266653.875400277,21344629.951272413,16805641.913336344,0.0,2158463.371064006,871348.992025805,0.0,3633804.640258725,1763769.311644573,3534364.908109905,8840023.79501342,6187194.351561663,2921638.0824415702,6058059.28470861,4489848.68357509,0.0,210613.53773886443,43648.45317165561,2001793.9220664771,4833383.176270433,3417588.549168455,8926610.38582522,13098985.175275996,11012797.780550608,12608393.459164947,17919032.165417943,15263712.812291445,2330435.7671681913,4740368.837799072,3535402.3024836318,1340211.2309919128,4150196.2748837285,2745203.7529378207,9874165.631973943,14762860.926050482,12318513.279012213,232423.04010448232,3989026.646095164,2110724.843099823,0.0,6216553.095129672,2382895.5435331445,2570236.88349032,4364378.173437896,3467307.5284641082,2393619.800155399,6071949.758273166,4232784.7792142825,856576.0602413893,3212613.3459410267,2034594.7030912081
2021-02-12,2948854.975890343,5415420.667852356,4182137.8218713496,0.0,285100.25748506706,82838.93572389278,1346143.6841941955,4410820.825022735,2878482.254608465,2039990.0492940769,6113713.483732039,4076851.766513058,7284746.5037186425,11836843.905519107,9560795.204618875,2195366.952082596,8219321.536469291,5207344.244275943,4161373.5768657792,7207074.718053911,5684224.147459845,3011640.9984802613,6719087.009589133,4865364.004034697,13211464.178451099,22108302.0830547,17659883.1307529,0.0,2313172.054482731,996447.7350497232,0.0,3493528.406917807,1696774.1701546218,3832340.171905222,9244168.206005389,6538254.188955305,2801431.3201263137,5941286.726572419,4371359.023349366,0.0,209393.83321668455,24261.596529089562,1969610.4262198994,4762411.501008406,3366010.9636141527,9379220.105498204,13489697.901457107,11434459.003477655,12097042.139986686,17355693.32692972,14726367.733458202,2357266.8624324948,4729871.82752443,3543569.3449784624,1312826.3134667499,4020180.3054159703,2666503.30944136,10398418.353790186,15229474.360311825,12813946.357051006,93729.27441280172,3949996.350480673,2021862.8124467374,0.0,6139670.783803793,2303188.8877872513,2592483.467976854,4366641.292867833,3479562.3804223435,2446135.851743481,5999950.444382195,4223043.148062838,1186779.096992374,3616497.920061641,2401638.5085270074
2021-02-13,2844739.9803763293,5215972.171046616,4030356.0757114724,0.0,212131.74066044245,19583.42502897645,1458269.92087837,4504495.988647668,2981382.954763019,2323018.6060721776,6306812.683267932,4314915.644670055,7175204.063627287,11718709.806272577,9446956.934949933,2341102.963463379,8312782.441844506,5326942.702653943,4352561.2009666,7319513.137834726,5836037.169400663,3277782.9490574514,6975931.831618956,5126857.390338204,14079198.573499601,22807923.71873409,18443561.146116845,0.0,2514182.057163752,1161013.6683982676,0.0,3419620.5571277896,1695972.059530464,4066218.586725325,9582148.311699867,6824183.449212596,2493888.6740248213,5681990.900192219,4087939.78710852,0.0,225719.1388247427,19679.706691667685,1894682.2113183367,4645540.5602709595,3270111.385794648,9671564.134778313,13714583.427789636,11693073.781283975,11759971.871889152,16963433.399642248,14361702.6357657,2359537.80818305,4691101.679221188,3525319.7437021188,1298876.2274422082,3907804.2294608713,2603340.2284515398,10998968.553564822,15767829.30592505,13383398.929744937,0.0,3898187.25365407,1925745.4650452333,0.0,6077411.441476436,2232566.938066503,2539771.08258614,4306154.684173318,3422962.883379729,2514894.0406447495,5954507.632079581,4234700.836362165,1677882.8580221944,4117561.529861032,2897722.193941613
2021-02-14,2740316.974156886,5025040.280740015,3882678.627448451,0.0,191331.65122511034,5046.897958023135,1565985.976148324,4590875.3997278055,3078430.687938065,2700127.8763294388,6599923.349566389,4650025.612947914,6967455.962479055,11494672.23713784,9231064.099808447,2381878.9034973616,8317711.301473976,5349795.102485669,4504352.404245407,7394274.060189159,5949313.232217283,3483877.477296789,7164648.154178164,5324262.815737477,14965763.06694702,23534696.058762237,19250229.56285463,0.0,2783360.9873305056,1386805.570184698,88055.45725077507,3391134.3873677636,1739594.9223092692,4201788.075260047,9822634.924616603,7012211.499938325,2030414.689983005,5330986.78191465,3680700.7359488276,0.0,249673.9403160694,18178.250708109266,1821109.5945397213,4525803.825947124,3173456.7102434225,9818272.91055347,13789554.269768879,11803913.590161175,11617868.809414387,16765510.838184353,14191689.82379937,2327811.455002701,4615703.584490434,3471757.5197465676,1354348.630498028,3867399.3946580165,2610874.012578022,11611443.60773267,16311551.406877154,13961497.507304912,0.0,3850263.7896062015,1838952.8808899522,0.0,6031760.6670464985,2176654.1186220334,2416206.8586242204,4183536.639873666,3299871.7492489433,2632909.2205076567,5965244.050211089,4299076.635359373,2177046.6810666313,4622631.900482098,3399839.2907743645
2021-02-15,2628439.6054950235,4834496.648877885,3731468.1271864544,0.0,186582.80001727366,4539.14491818423,1665506.7477657327,4664858.493280832,3165182.6205232823,3118585.828904002,6941938.848178457,5030262.338541229,6730823.700376195,11231849.969778575,8981336.835077384,2341459.0352271595,8257760.390534868,5299609.712881014,4641056.929488633,7461782.66687653,6051419.798182582,3603393.2397855073,7257710.399734456,5430551.819759982,15844914.481288128,24265107.50014379,20055010.99071596,190581.22252825135,3089865.3836876783,1640223.3031079648,202577.86385410116,3365307.3267237386,1783942.5952889198,4247514.726239953,9973837.385780597,7110676.056010275,1503727.515245004,4969209.523773944,3236468.5195094743,0.0,278239.74130463053,19940.223989355378,1735976.8622507106,4392605.590235354,3064291.2262430326,9896773.704176474,13793048.810376689,11844911.257276582,11650089.959022662,16746197.348655446,14198143.653839054,2245055.0411822926,4489740.621809712,3367397.831496002,1511074.1109660624,3931698.1703627463,2721386.1406644043,12110422.603099272,16738822.605697833,14424622.604398552,0.0,3816789.896494514,1771504.0749212645,0.0,6072370.772664938,2213612.9411125598,2263669.8318218244,4026319.111018952,3144994.471420388,2726609.107997337,5953933.69515094,4340271.401574139,2604002.630746249,5061432.987065341,3832717.808905795
2021-02-16,2548103.812527449,4683188.878832987,3615646.3456802177,0.0,189460.33843268422,13068.091370553255,1730436.6116705257,4697421.532462836,3213929.072066681,3497739.0779787777,7251309.91153114,5374524.494754959,6522635.8388513895,10989168.976545274,8755902.407698331,2302231.608409785,8211267.053331928,5256749.3308708565,4791081.018449433,7554759.459849928,6172920.23914968,3637504.403916339,7262293.642079907,5449899.0229981225,16585063.784476146,24872271.66025304,20728667.722364593,398828.7522367579,3398985.1210308354,1898906.9366337967,260067.96277627395,3286828.9200279796,1773448.4414021268,4227780.058153747,10058589.145993765,7143184.602073756,967793.0482235185,4631646.717800319,2799719.883011919,0.0,331144.58730465744,36038.69641320787,1650204.4497912999,4258278.868399722,2954241.659095511,10001429.682587098,13818409.94587791,11909919.814232504,11757048.199710555,16810263.763762813,14283655.981736684,2145073.042206851,4350941.264432671,3248007.1533197607,1736296.1392200273,4071230.20553796,2903763.1723789936,12460308.788270265,17015379.851471364,14737844.319870815,0.0,3808189.258051575,1733671.7236421644,0.0,6267563.709215715,2414514.1101524266,2168865.741700783,3921365.658569002,3045115.7001348925,2790202.165498286,5914965.836544722,4352584.001021504,2984739.3029472535,5457912.694547925,4221325.998747589
2021-02-17,2529395.2766962033,4600559.471891812,3564977.3742940077,0.0,233754.09351792507,57340.5724731167,1762400.1656565047,4689849.510170732,3226124.837913618,3797099.2898845337,7486332.113097895,5641715.701491214,6303475.436384572,10729598.74669681,8516537.09154069,2290917.016648147,8200830.02114163,5245873.518894888,4943042.9372779485,7664457.604025016,6303750.270651482,3607290.9333867105,7208000.144999846,5407645.539193278,17032747.5844253,25203242.506558575,21117995.045491938,565949.2380651205,3670449.240779833,2118199.239422477,249606.60770225408,3144095.2534404993,1696850.9305713768,4178533.6291697375,10112294.445934106,7145414.037551922,508288.1534703523,4389218.884141563,2448753.518805958,0.0,402722.419647204,65104.39935486481,1589222.7722142977,4148152.070879908,2868687.4215471027,10056223.686787836,13790958.442131054,11923591.064459445,11768424.6804673,16790245.196009148,14279334.938238224,2062209.5437063372,4236067.440842179,3149138.492274258,1971305.4813803884,4230144.28696424,3100724.884172314,12702989.662586374,17182785.83572331,14942887.749154842,0.0,3915632.48727314,1816969.066278489,0.0,6665121.784834153,2815302.466826025,2132607.034575952,3872787.1391195413,3002697.0868477467,2855068.664513842,5883613.345692971,4369341.0051034065,3333142.9025738817,5807456.310370427,4570299.606472154
2021-02-18,2523914.3804463106,4536707.940555645,3530311.1605009777,0.0,319515.5243580012,134184.93807495633,1757397.7473823687,4639603.066377464,3198500.4068799163,4041586.188911833,7671345.137384756,5856465.663148294,6025511.542242076,10406394.521088157,8215953.031665117,2399640.0508277155,8320937.359227052,5360288.705027384,5018039.15364118,7709088.9613653375,6363564.057503259,3565444.6843749555,7150861.9156667115,5358153.3000208335,17037863.711013094,25105116.276096478,21071489.993554786,667529.8089620308,3835756.074796909,2251642.94187947,201951.9347716181,2968949.976308017,1585450.9555398175,4062630.292449568,10097876.914342226,7080253.603395897,197611.01777331438,4308429.261005292,2253020.139389303,0.0,483385.7675902946,104754.14999143794,1529622.1036767815,4038726.995314631,2784174.5494957063,10000977.20135452,13651201.89252195,11826089.546938235,11626419.521909699,16622472.884084009,14124446.202996854,2009404.005836245,4159078.058740531,3084241.032288388,2202719.8328015003,4394592.778758849,3298656.3057801747,12893381.067625705,17299469.87002863,15096425.468827168,0.0,4153846.3694918826,2036549.6840628637,0.0,7283600.703243101,3433653.6672990145,2084697.7905632223,3816977.6567296535,2950837.7236464377,2917570.3819690933,5860120.686421142,4388845.534195118,3644929.3793069785,6129957.780732269,4887443.580019624
2021-02-19,2506393.5589377964,4464527.669016507,3485460.613977152,33688.288959893194,409956.7219937942,221822.5054768437,1703195.4900945055,4536559.254425028,3119877.372259767,4242036.19786087,7817744.121764115,6029890.159812492,5635165.633434264,9963187.21901168,7799176.426222972,2659156.9313770123,8604811.151354784,5631984.041365898,4967136.582411682,7635265.193403749,6301200.8879077155,3567158.3870686768,7141979.2651454015,5354568.826107039,16624851.364710605,24604627.984966375,20614739.67483849,711168.6743354546,3869352.723961804,2290260.6991486293,125334.24427016964,2776613.1681328183,1450973.706201494,3881878.9485175395,10015756.517317723,6948817.732917632,0.0,4314266.487339618,2133189.1342773307,0.0,588585.5856986453,165337.9225899115,1412905.5930462023,3872014.0221921187,2642459.8076191605,9862389.060594464,13428422.405771175,11645405.73318282,11438222.14902085,16407546.581872515,13922884.365446683,1989829.9698136311,4122887.6513023423,3056358.8105579866,2365891.5582555234,4498851.119456545,3432371.3388560344,12902105.40126343,17239556.47692727,15070830.93909535,253706.89355366165,4510647.074981838,2382176.98426775,422306.8931913292,8124126.686820806,4273216.790006068,2012436.8883329714,3740597.148646949,2876517.01848996,2939300.1639749436,5807225.396432827,4373262.780203885,3908456.47461963,6408858.0848304285,5158657.279725029
2021-02-20,2483368.576024341,4389776.928781949,3436572.7524031447,161544.5717144552,459360.0896633311,310452.33068889315,1618530.6967683213,4401245.194763821,3009887.945766071,4396754.914797607,7924242.272256049,6160498.593526828,5099276.215804905,9362661.095403465,7230968.655604185,2900830.906887645,8881474.167539563,5891152.537213604,4754148.034108965,7402301.794868115,6078224.91448854,3576270.8667006516,7138159.14190357,5357215.0043021105,15711018.375254314,23625438.784008045,19668228.57963118,650201.0362169167,3857746.8396766735,2253973.937946795,53275.69539483986,2602331.9848646037,1327803.8401297217,3589156.314880291,9815574.797127388,6702365.55600384,0.0,4420634.723615548,2097562.0846852707,0.0,706551.1002380236,240978.6961872048,1259969.478420206,3667512.7178994,2463741.098159803,9579401.809250357,13063935.581683597,11321668.695466977,11391177.713733181,16331326.893617656,13861252.303675419,1974073.6151431052,4096987.202508012,3035530.4088255586,2415413.3496149904,4497821.96477429,3456617.65719464,12653380.984984977,16927063.049446855,14790222.017215915,700519.7394376593,4961778.9605278,2831149.3499827296,1376653.0078348326,9069275.181829387,5222964.09483211,1944193.6350035062,3668087.8563521085,2806140.7456778074,2963091.1999203498,5766278.772647449,4364684.986283899,4027127.801977706,6534830.171800355,5280978.986889031
2021-02-21,2451510.8035680964,4309394.49232478,3380452.647946438,295644.54540107143,545571.2931762317,420607.91928865155,1556614.7679923875,4287624.849907472,2922119.8089499297,4490234.575387866,7973012.376700222,6231623.476044044,4494863.706832093,8678082.857336823,6586473.282084458,3036872.9694176177,9059877.382382806,6048375.1759002125,4344898.040477729,6973226.043404902,5659062.041941316,3506236.5092952726,7047871.954153403,5277054.231724338,14392140.388254033,22268993.243689902,18330566.815971967,523328.719261389,3805965.865774531,2164647.29251796,34938.6468810786,2493904.751828894,1264421.6993549864,3246369.248814599,9559204.103611197,6402786.676212898,0.0,4745587.170982791,2278332.611106791,0.0,848084.671852021,324984.3913905199,1182629.8656489656,3533832.514237945,2358231.189943455,9178245.199499896,12586135.47516361,10882190.337331753,11550304.785166185,16460705.579560962,14005505.182363573,1922059.2235442575,4039901.565748547,2980980.3946464024,2330703.3113046153,4373081.873980461,3351892.5926425382,12144962.49672132,16358077.031628333,14251519.764174826,1197771.0168707613,5448007.028234435,3322889.0225525983,2355875.200270387,10018652.91451328,6187264.0573918335,1814730.98572115,3532402.822847906,2673566.904284528,3006789.2020359905,5754598.17746522,4380693.689750605,3982051.671724881,6492675.357905376,5237363.514815128
2021-02-22,2366819.677269344,4179131.6765610203,3272975.6769151823,427109.6424002406,670089.4773861386,548599.5598931896,1489619.7385983597,4166948.6246583993,2828284.1816283795,4483898.728665604,7922053.8935719365,6202976.31111877,3908459.9187005917,7996324.976111702,5952392.447406147,3134227.799244667,9206695.172349084,6170461.485796875,3809897.375558484,6416294.7196026,5113096.047580542,3370688.94672249,6884389.69148877,5127539.31910563,13150064.409659436,21016408.31134752,17083236.36050348,388403.2844928142,3667227.599484113,2027815.4419884635,27593.24426805391,2408907.6130534383,1218250.428660746,2927569.764954004,9320756.657143453,6124163.211048729,0.0,5173588.869127341,2572775.395974702,0.0,1035491.991728877,413163.5574843937,1145267.7288383786,3437120.952247305,2291194.3405428417,8739325.567144277,12079816.007157678,10409570.787150977,11940660.046377525,16821265.870859884,14380962.958618704,1794983.8464033152,3912275.429389846,2853629.6378965806,2169854.791210874,4182344.56722134,3176099.679216107,11453939.992790716,15612262.589207707,13533101.290999211,1712272.7302706284,5940192.13878319,3826232.434526909,3239496.68247539,10857938.331112692,7048717.506794041,1633629.9835710803,3342016.0941415215,2487823.038856301,2977080.2893085135,5680721.01244201,4328900.650875262,3848987.5878022057,6363349.947431751,5106168.767616978
2021-02-23,2238138.612358244,4008210.917925936,3123174.76514209,569705.9650310891,800787.9057783309,685246.93540471,1406710.4706258795,4027389.0727073113,2717049.7716665952,4399590.410774141,7791602.140869183,6095596.275821662,3393610.8489600597,7376411.119202507,5385010.984081283,3237397.169317275,9364816.450938953,6301106.810128114,3303627.4134499324,5885226.083433541,4594426.748441736,3279346.637712972,6759335.084403381,5019340.8610581765,12450779.565404287,20330960.3260019,16390869.945703095,256273.5040013867,3457933.11453717,1857103.3092692785,36954.602155166445,2352348.0088873245,1194651.3055212456,2696956.7190169627,9164232.186134309,5930594.452575636,223412.85216349876,5710024.261174455,2966718.5566689773,0.0,1243194.4860637842,510371.74109768536,1174507.6984136368,3407665.1839384176,2291086.441176027,8247784.035092756,11535701.440737031,9891742.737914894,12497086.498130761,17352503.141314626,14924794.819722693,1601430.989340249,3724109.03558562,2662770.0124629345,2059109.003353715,4050001.1946613807,3054555.099007548,10702847.557507982,14818048.176079014,12760447.866793498,2210072.72607664,6406304.883331139,4308188.804703889,3972113.539438093,11544230.694974147,7758172.11720612,1516787.1587655274,3206545.603306004,2361666.3810357656,2888032.554235258,5559646.315217421,4223839.43472634,3648581.6082784543,6122783.531278151,4885682.569778303
2021-02-24,2131145.9190466166,3863346.3955763136,2997246.157311465,724747.8037794014,939996.3540134626,832372.078896432,1341827.4800893655,3904738.108095723,2623282.7940925444,4260349.708619862,7603814.379016339,5932082.0438181,3075119.9735506363,6948972.327166315,5012046.150358476,3334781.2282577357,9518786.01947348,6426783.623865608,2906688.6853402257,5461987.623698062,4184338.154519144,3291136.054219369,6735523.639705833,5013329.846962601,12261772.140308198,20174621.29502259,16218196.717665393,107811.6567007266,3271891.3733839737,1689851.5150423502,97008.73059868929,2357488.6921591656,1227248.7113789273,2566559.136197569,9101949.128237775,5834254.132217672,692087.2703899271,6488638.039138304,3590362.654764116,0.0,1399725.4511565885,611834.4963565323,1413705.4429661788,3590794.2470988156,2502249.8450324973,7775927.238749623,11027256.90221605,9401592.070482837,13161819.27343246,18001604.961275216,15581712.117353838,1403681.4487475618,3539668.8827292896,2471675.1657384257,2079115.4717292963,4054454.472704323,3066784.9722168096,9943812.700836796,14033020.322652273,11988416.511744535,2692231.3842433323,6847623.662800489,4769927.52352191,4544198.859678721,12071833.02402971,8308015.941854215,1528721.6815640547,3191894.3431577673,2360308.012360911,2819790.805398493,5469703.616020143,4144747.210709318,3365524.4001881443,5813946.857039604,4589735.628613874
2021-02-25,2086976.356553252,3784747.453751635,2935861.9051524433,873313.6746610086,1078303.7226570633,975808.698659036,1266169.6792607356,3776176.9365915116,2521173.3079261235,4050042.8493847596,7344646.720937061,5697344.78516091,2941410.1918229107,6705736.766849099,4823573.479336005,3405181.3967669345,9649014.280751724,6527097.838759329,2703420.7427861732,5233486.950058604,3968453.8464223887,3337340.509113811,6747503.604213834,5042422.056663822,12300620.772691943,20262899.768423345,16281760.270557644,0.0,3080582.5696978066,1519232.0875021257,168219.3857541273,2381477.575379909,1274848.4805670183,2613556.4950049818,9212267.910074532,5912912.202539757,1264650.6324938093,7379438.814203711,4322044.72334876,0.0,1561487.3349282418,713290.1290389334,1829494.0889442922,3957461.160255604,2893477.624599948,7427719.007293768,10653426.325194314,9040572.666244041,13768026.066013873,18605942.85931373,16186984.462663801,1241027.1242898982,3397239.1284131575,2319133.126351528,2153103.966937419,4117513.0876009287,3135308.527269174,9204586.735444877,13289374.932426509,11246980.833935693,3200500.587316776,7307694.899601568,5254097.743459172,4958042.69528546,12438894.574853359,8698468.63506941,1604324.1971582954,3238561.1613185517,2421442.6792384237,2776332.9896188444,5413060.242347456,4094696.61598315,3023302.598645456,5454448.633436272,4238875.616040864
2021-02-26,2094837.8102768944,3759998.6179743246,2927418.2141256095,997965.4121785145,1198099.320682126,1098032.3664303203,1152504.3219098127,3618082.637133405,2385293.479521609,3806110.692307568,7055483.009437778,5430796.850872673,2884311.601636558,6540341.965204998,4712326.783420778,3359074.6255340725,9667549.298354704,6513311.961944388,2636400.9002780565,5143017.162613871,3889709.031445964,3356520.57396094,6733793.130594578,5045156.8522777585,12488469.964940041,20516522.40084562,16502496.182892831,0.0,2878821.45355912,1357556.2694419154,205712.91976792295,2378633.1871333346,1292173.0534506289,2777089.565483771,9430138.31180434,6103613.938644055,1896502.9007538678,8327609.239670449,5112056.070212158,0.0,3036907.711353818,807865.216244948,2238277.113531671,4327199.439506025,3282738.276518848,7235042.521859108,10438806.003109908,8836924.262484508,14226063.373475488,19073993.26877666,16650028.321126074,1129957.8168126228,3313063.319859642,2221510.5683361324,2163948.825831181,4121171.0058497465,3142559.9158404637,8537643.584120372,12639468.138531005,10588555.861325689,3801393.244233215,7854511.697276026,5827952.470754621,5236316.120811759,12657209.263818393,8946762.692315076,1707375.9553298862,3309649.476116828,2508512.715723357,2732416.114100328,5361756.984298326,4047086.549199327,2597276.2754406994,5017228.300367004,3807252.287903852
2021-02-27,2112032.6708858665,3747279.1538165547,2929655.9123512106,1085955.0202610632,1274516.3051552102,1180235.6627081367,1020756.0773880938,3448980.5330919344,2234868.305240014,3546601.878336084,6755892.468837325,5151247.173586705,2834047.322419228,6386888.4618635215,4610467.892141375,3191039.178213933,9565330.069926789,6378184.624070361,2586119.020157034,5070270.296776855,3828194.658466945,3337911.0116414046,6681271.21670727,5009591.114174337,12628210.474298848,20741037.090673257,16684623.782486051,0.0,2731491.285054945,1253643.3344463748,213066.8485135364,2356799.831155276,1284933.3398344063,2949836.7548308587,9641283.897318915,6295560.326074886,2581447.8717088117,9327972.857221015,5954710.3644649135,0.0,2620689.243493729,890702.5675465622,2571798.9216211587,4631287.216039372,3601543.068830265,7186856.782499054,10365880.921420028,8776368.851959541,14588202.611877684,19456718.97402965,17022460.792953666,1047554.9490570787,3267024.878312247,2157289.913684663,2112027.0160736493,4064834.952634456,3088430.9843540527,7953777.062161243,12088931.67083232,10021354.36649678,4433213.120509583,8423839.476838063,6428526.298673823,5480008.81049116,12827910.285076935,9153959.547784047,1850829.189857112,3416839.2720684893,2633834.230962801,2695156.992649944,5317118.941545093,4006137.967097519,2159006.626254811,4565303.796664178,3362155.2114594947
